,序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,序号_y,名称_y,最新价_y,今日涨跌幅,今日主力净流入-净额,今日主力净流入-净占比,今日超大单净流入-净额,今日超大单净流入-净占比,今日大单净流入-净额,今日大单净流入-净占比,今日中单净流入-净额,今日中单净流入-净占比,今日小单净流入-净额,今日小单净流入-净占比,a1,MA5,MA10,MA20,MA30,MA60,MA5_1,MA10_1,MA20_1,MA30_1,MA60_1,MA5_score,MA10_score,MA20_score,MA30_score,MA60_score,T_MA5_score,T_MA10_score,T_MA20_score,T_MA30_score,T_MA60_score
3835,3836,300780,德恩精工,15.73,-0.69,-0.11,13793.0,21785278.0,1.39,15.94,15.72,15.9,15.84,0.96,2.12,39.32,2.13,3101.0,德恩精工,15.73,-0.69,-3230457.0,-14.83,0.0,0.0,-3230457.0,-14.83,2202297.0,10.11,1028159.0,4.72,0.0,15.780000000000001,15.729000000000003,15.889500000000002,16.192666666666668,16.931,15.724,15.734,15.902000000000001,16.240666666666666,16.957166666666666,5.0,10.0,20.0,0.0,0.0,5.0,0.0,20.0,30.0,60.0
3836,3837,688131,皓元医药,248.68,-0.69,-1.74,5892.0,147332193.0,2.5,253.36,247.11,249.8,250.42,0.89,3.46,96.3,10.4,2490.0,皓元医药,248.68,-0.69,-1026375.0,-0.7,279656.0,0.19,-1306031.0,-0.89,3520813.0,2.39,-2494439.0,-1.69,0.0,248.41,241.82599999999996,256.05,271.7033333333333,289.85066666666665,244.712,241.2,258.041,273.171,291.3535,5.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,30.0,0.0
3837,3838,600548,深高速,9.98,-0.7,-0.07,60972.0,61423074.0,2.79,10.25,9.97,10.07,10.05,1.24,0.43,8.47,1.09,2903.0,深高速,9.98,-0.7,-2387455.0,-3.89,-1329671.0,-2.16,-1057784.0,-1.72,1351974.0,2.2,1035483.0,1.69,0.0,9.952000000000002,9.81,9.708499999999999,9.718666666666667,9.8135,9.906,9.764,9.6935,9.721666666666666,9.827499999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3838,3839,600926,杭州银行,12.82,-0.7,-0.09,191326.0,243780969.0,1.7,12.89,12.67,12.89,12.91,1.33,0.38,8.1,1.1,4382.0,杭州银行,12.82,-0.7,-31601314.0,-12.96,-19754349.0,-8.1,-11846965.0,-4.86,-2873399.0,-1.18,34474712.0,14.14,0.31402397827547596,12.902000000000001,13.094,13.504000000000001,13.636666666666665,14.180666666666667,12.943999999999999,13.162,13.551000000000002,13.688666666666666,14.221333333333336,0.0,0.0,0.0,0.0,0.0,5.0,10.0,20.0,30.0,0.0
3839,3840,300211,亿通科技,12.8,-0.7,-0.09,12448.0,15996248.0,1.94,13.03,12.78,13.01,12.89,0.72,0.42,178.9,8.2,1763.0,亿通科技,12.8,-0.7,357970.0,2.24,1189356.0,7.44,-831386.0,-5.2,1123353.0,7.02,-1481323.0,-9.26,3.67918568678369e-17,12.780000000000001,12.789,12.924000000000001,13.084,13.178,12.72,12.779,12.931000000000001,13.130999999999998,13.184666666666665,5.0,10.0,20.0,0.0,0.0,0.0,0.0,20.0,30.0,60.0
3840,3841,600393,ST粤泰,1.42,-0.7,-0.01,203085.0,28975693.0,1.4,1.44,1.42,1.43,1.43,1.04,2.06,-12.6,0.75,2035.0,ST粤泰,1.42,-0.7,-31487.0,-0.11,0.0,0.0,-31487.0,-0.11,67888.0,0.23,-36401.0,-0.13,0.0,1.42,1.437,1.4405,1.4226666666666667,1.3966666666666667,1.422,1.441,1.4415,1.4213333333333333,1.3969999999999998,5.0,10.0,0.0,30.0,0.0,5.0,10.0,20.0,30.0,0.0
3841,3842,000599,青岛双星,4.26,-0.7,-0.03,50235.0,21438833.0,1.4,4.3,4.24,4.26,4.29,0.59,0.62,-17.65,1.09,2033.0,青岛双星,4.26,-0.7,-29875.0,-0.14,32689.0,0.15,-62564.0,-0.29,-460864.0,-2.15,490738.0,2.29,0.0,4.279999999999999,4.302,4.336,4.2026666666666666,4.004666666666667,4.268,4.316000000000001,4.319,4.191666666666666,3.9981666666666666,5.0,0.0,0.0,0.0,0.0,5.0,10.0,20.0,0.0,0.0
3842,3843,603421,鼎信通讯,8.51,-0.7,-0.06,51429.0,44016572.0,1.98,8.67,8.5,8.66,8.57,0.42,0.79,-95.3,1.82,3336.0,鼎信通讯,8.51,-0.7,-4708099.0,-10.7,0.0,0.0,-4708099.0,-10.7,-702700.0,-1.6,5410798.0,12.29,0.0,8.569999999999999,8.798,8.26,8.107666666666667,7.635999999999999,8.632,8.814,8.2185,8.075666666666667,7.6195,5.0,0.0,0.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0
3843,3844,003023,彩虹集团,26.93,-0.7,-0.19,10559.0,28553370.0,1.03,27.18,26.9,27.08,27.12,0.71,2.67,18.43,1.65,3191.0,彩虹集团,26.93,-0.7,-3767995.0,-13.2,1202546.0,4.21,-4970541.0,-17.41,1148962.0,4.02,2619032.0,9.17,0.0,27.052,27.316000000000003,27.223000000000003,27.46933333333333,27.68416666666667,27.302,27.32,27.197499999999998,27.568333333333335,27.6795,5.0,0.0,0.0,0.0,0.0,5.0,10.0,20.0,30.0,60.0
3844,3845,002289,宇顺电子,7.08,-0.7,-0.05,58849.0,41937098.0,2.38,7.22,7.05,7.13,7.13,0.83,2.23,-91.23,7.04,3079.0,宇顺电子,7.08,-0.7,-3106928.0,-7.41,0.0,0.0,-3106928.0,-7.41,495989.0,1.18,2610939.0,6.23,2.943348549426952e-16,7.075999999999999,7.292999999999999,7.741,7.718666666666667,8.304,7.044,7.37,7.751,7.738666666666668,8.338666666666667,5.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0,30.0,0.0
3845,3846,688015,交控科技,36.8,-0.7,-0.26,2994.0,11040346.0,1.78,37.34,36.68,37.32,37.06,0.45,0.32,28.43,3.16,2173.0,交控科技,36.8,-0.7,-282144.0,-2.56,0.0,0.0,-282144.0,-2.56,-909516.0,-8.24,1191660.0,10.79,0.0,37.089999999999996,37.177,36.8775,36.497,33.71233333333333,37.106,37.227,36.97,36.349000000000004,33.617,5.0,10.0,20.0,0.0,0.0,5.0,10.0,20.0,0.0,0.0
3846,3847,603005,晶方科技,55.09,-0.7,-0.39,90935.0,495748432.0,3.33,55.65,53.8,55.01,55.48,1.0,2.23,40.76,6.09,4225.0,晶方科技,55.09,-0.7,-21474700.0,-4.33,-8028801.0,-1.62,-13445899.0,-2.71,-37689840.0,-7.6,59164540.0,11.93,0.0,55.592000000000006,56.14300000000001,55.6715,56.732,50.465,55.767999999999994,55.866,55.913,56.63066666666666,50.2815,5.0,0.0,0.0,0.0,0.0,5.0,10.0,20.0,30.0,0.0
3847,3848,300414,中光防雷,11.29,-0.7,-0.08,47810.0,54362111.0,2.9,11.54,11.21,11.5,11.37,0.88,1.55,63.02,3.87,3262.0,中光防雷,11.29,-0.7,-4181933.0,-7.69,0.0,0.0,-4181933.0,-7.69,334006.0,0.61,3847926.0,7.08,0.0,11.264,11.241,11.567,11.554,11.181000000000001,11.187999999999999,11.229,11.594999999999999,11.553,11.174,5.0,10.0,0.0,0.0,0.0,0.0,0.0,20.0,30.0,0.0
3848,3849,300785,值得买,71.74,-0.71,-0.51,5423.0,39069511.0,2.56,73.46,71.61,72.71,72.25,1.25,1.73,46.01,3.66,2619.0,值得买,71.74,-0.71,-1385165.0,-3.55,0.0,0.0,-1385165.0,-3.55,393064.0,1.01,992101.0,2.54,0.0,71.99,72.89399999999999,74.29650000000001,74.53033333333333,76.03566666666666,72.018,73.152,74.35,74.65133333333333,76.13516666666666,5.0,10.0,0.0,0.0,0.0,5.0,10.0,20.0,30.0,60.0
3849,3850,688516,奥特维,245.72,-0.71,-1.75,7070.0,175238724.0,3.78,254.0,244.64,251.39,247.47,0.91,1.39,79.83,19.27,944.0,奥特维,245.72,-0.71,4722311.0,2.69,-2708463.0,-1.55,7430774.0,4.24,-3781115.0,-2.16,-941197.0,-0.54,0.0,243.86999999999998,239.333,243.5685,243.30633333333336,231.3085,240.07,238.464,243.4725,243.38866666666667,230.28549999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3850,3851,002201,正威新材,21.02,-0.71,-0.15,62694.0,132240889.0,3.12,21.45,20.79,21.03,21.17,0.74,1.35,226.21,9.73,3252.0,正威新材,21.02,-0.71,-4107600.0,-3.11,-6955073.0,-5.26,2847473.0,2.15,-4181851.0,-3.16,8289449.0,6.27,7.35837137356738e-17,21.194,21.887999999999998,22.2175,23.118333333333332,23.666166666666665,21.344,21.985999999999997,22.316,23.28166666666667,23.692,5.0,0.0,0.0,0.0,0.0,5.0,10.0,20.0,30.0,0.0
3851,3852,601999,出版传媒,7.0,-0.71,-0.05,255865.0,180531460.0,5.67,7.28,6.88,7.25,7.05,2.87,4.64,31.57,1.6,3454.0,出版传媒,7.0,-0.71,-5643496.0,-3.13,-524.0,0.0,-5642972.0,-3.13,-1598383.0,-0.89,7241880.0,4.01,7.35837137356738e-17,6.795999999999999,6.673,6.476000000000001,6.287666666666667,6.039166666666666,6.692,6.612,6.4185,6.251,6.022166666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3852,3853,600830,香溢融通,5.57,-0.71,-0.04,65909.0,36711879.0,2.14,5.63,5.51,5.61,5.61,0.89,1.45,51.28,1.2,3061.0,香溢融通,5.57,-0.71,-3007657.0,-8.19,0.0,0.0,-3007657.0,-8.19,874293.0,2.38,2133363.0,5.81,0.0,5.522,5.482,5.446,5.366333333333333,5.079833333333334,5.488,5.474,5.4345,5.345000000000001,5.0705,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3853,3854,601179,中国西电,5.55,-0.72,-0.04,600250.0,337673904.0,3.76,5.75,5.54,5.63,5.59,0.79,1.17,65.01,1.42,4294.0,中国西电,5.55,-0.72,-25303032.0,-7.49,-26517281.0,-7.85,1214249.0,0.36,9159401.0,2.71,16143631.0,4.78,0.0,5.558,5.625,5.6930000000000005,5.684333333333333,5.439000000000001,5.564,5.648,5.701,5.678,5.437666666666667,5.0,10.0,20.0,30.0,0.0,5.0,10.0,20.0,30.0,0.0
3854,3855,603871,嘉友国际,20.8,-0.72,-0.15,8996.0,18869722.0,1.91,21.2,20.8,20.95,20.95,0.6,0.32,19.92,2.47,2675.0,嘉友国际,20.8,-0.72,-1574979.0,-8.35,0.0,0.0,-1574979.0,-8.35,1120753.0,5.94,454226.0,2.41,3.67918568678369e-17,21.064,21.68,21.3195,21.270333333333333,19.691666666666666,21.264,21.816000000000003,21.315,21.259999999999998,19.627499999999998,5.0,0.0,0.0,0.0,0.0,5.0,10.0,20.0,30.0,0.0
3855,3856,002877,智能自控,6.92,-0.72,-0.05,24493.0,17023085.0,1.29,7.0,6.91,6.99,6.97,0.66,1.19,42.78,3.03,2787.0,智能自控,6.92,-0.72,-1941379.0,-11.4,0.0,0.0,-1941379.0,-11.4,1504751.0,8.84,436627.0,2.56,0.0,6.942,6.861,6.748,6.693333333333333,6.508833333333333,6.922,6.840999999999999,6.725499999999999,6.682999999999999,6.498166666666667,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
3856,3857,300616,尚品宅配,42.89,-0.72,-0.31,12800.0,55024476.0,1.44,43.4,42.78,43.23,43.2,0.86,0.98,73.42,2.37,3363.0,尚品宅配,42.89,-0.72,-4976066.0,-9.04,2633440.0,4.79,-7609506.0,-13.83,-433347.0,-0.79,5409413.0,9.83,0.0,43.15,43.185,43.5945,44.052666666666674,44.08733333333334,43.220000000000006,43.153,43.5495,44.126666666666665,44.12266666666667,5.0,10.0,0.0,0.0,0.0,5.0,10.0,20.0,30.0,60.0
3857,3858,002203,海亮股份,12.43,-0.72,-0.09,69425.0,86455702.0,1.12,12.52,12.38,12.47,12.52,0.69,0.36,19.87,2.45,2914.0,海亮股份,12.43,-0.72,-2447285.0,-2.83,85639.0,0.1,-2532924.0,-2.93,9546249.0,11.04,-7098964.0,-8.21,0.0,12.42,12.397,12.3655,12.458333333333334,11.968333333333334,12.448,12.409,12.379,12.460666666666667,11.950666666666667,5.0,10.0,0.0,30.0,0.0,0.0,0.0,0.0,30.0,0.0
3858,3859,300730,科创信息,16.56,-0.72,-0.12,38983.0,64908548.0,2.58,16.88,16.45,16.67,16.68,0.74,3.31,-247.93,5.9,3668.0,科创信息,16.56,-0.72,-7829796.0,-12.06,0.0,0.0,-7829796.0,-12.06,1737126.0,2.68,6092671.0,9.39,0.0,16.544,16.325,16.142000000000003,16.025,15.603333333333333,16.369999999999997,16.278,16.091,15.985999999999999,15.592833333333333,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3859,3860,300396,迪瑞医疗,17.92,-0.72,-0.13,55811.0,100274231.0,4.6,18.56,17.73,18.5,18.05,1.24,2.24,23.74,2.94,2179.0,迪瑞医疗,17.92,-0.72,-288708.0,-0.29,781674.0,0.78,-1070382.0,-1.07,-4649668.0,-4.64,4938376.0,4.92,0.0,17.43,17.144,17.284,17.523333333333333,17.25,17.216,17.077,17.268,17.483,17.249833333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3860,3861,000983,山西焦煤,8.27,-0.72,-0.06,337626.0,279960816.0,1.2,8.36,8.26,8.29,8.33,0.58,0.82,8.0,1.54,4127.0,山西焦煤,8.27,-0.72,-17634099.0,-6.3,-6674955.0,-2.38,-10959144.0,-3.91,-6741487.0,-2.41,24375586.0,8.71,0.0,8.312000000000001,8.506,8.5285,8.449333333333334,8.982833333333334,8.384,8.523,8.537,8.450333333333333,9.03,5.0,0.0,0.0,0.0,0.0,5.0,10.0,20.0,30.0,60.0
3861,3862,301028,东亚机械,13.77,-0.72,-0.1,28950.0,40098540.0,2.24,14.02,13.71,13.86,13.87,0.67,3.21,26.66,4.9,3675.0,东亚机械,13.77,-0.72,-7869673.0,-19.63,-79401.0,-0.2,-7790272.0,-19.43,749818.0,1.87,7119855.0,17.76,0.0,13.803999999999998,13.940999999999999,14.352500000000001,14.782666666666668,14.187833333333336,13.738,14.035,14.395500000000002,14.821666666666667,14.190833333333332,5.0,10.0,0.0,0.0,0.0,5.0,10.0,20.0,30.0,60.0
3862,3863,605398,新炬网络,38.47,-0.72,-0.28,3410.0,13155062.0,1.86,38.96,38.24,38.6,38.75,0.89,2.29,44.73,2.42,2620.0,新炬网络,38.47,-0.72,-1386373.0,-10.54,-1218265.0,-9.26,-168108.0,-1.28,-598626.0,-4.55,1984999.0,15.09,0.0,38.242,38.369,38.098,38.37733333333333,37.91716666666667,38.034000000000006,38.285000000000004,38.048500000000004,38.38966666666667,37.95249999999999,5.0,10.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0
3863,3864,600685,中船防务,23.33,-0.72,-0.17,96384.0,224800215.0,1.87,23.6,23.16,23.3,23.5,0.73,1.17,4054.83,2.13,494.0,中船防务,23.33,-0.72,13740856.0,6.11,5182195.0,2.31,8558661.0,3.81,-5680984.0,-2.53,-8059871.0,-3.59,0.0,23.182,23.118000000000002,22.372,21.563000000000002,20.78733333333333,22.984,23.223000000000003,22.2315,21.454,20.742833333333333,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3864,3865,300360,炬华科技,12.34,-0.72,-0.09,149104.0,185035461.0,3.14,12.63,12.24,12.53,12.43,0.81,3.42,21.31,2.45,595.0,炬华科技,12.34,-0.72,10523718.0,5.69,-4974048.0,-2.69,15497766.0,8.38,-8239859.0,-4.45,-2283859.0,-1.23,0.0,12.478,13.175999999999998,13.2785,13.317000000000002,11.184500000000002,12.620000000000001,13.343,13.287,13.327333333333334,11.112333333333334,5.0,0.0,0.0,0.0,0.0,5.0,10.0,20.0,30.0,0.0
3865,3866,603189,网达软件,20.56,-0.72,-0.15,39536.0,81847049.0,3.04,21.1,20.47,20.96,20.71,1.0,1.79,73.65,3.28,2806.0,网达软件,20.56,-0.72,-2016964.0,-2.46,-1522571.0,-1.86,-494393.0,-0.6,4901955.0,5.99,-2884991.0,-3.52,7.35837137356738e-17,20.444,20.682,20.7625,20.341666666666665,19.109333333333332,20.387999999999998,20.714,20.6985,20.31233333333333,19.072833333333335,0.0,10.0,20.0,0.0,0.0,0.0,10.0,20.0,0.0,0.0
3866,3867,603927,中科软,27.36,-0.73,-0.2,65611.0,179739490.0,1.23,27.61,27.27,27.61,27.56,0.73,1.44,42.78,6.99,3159.0,中科软,27.36,-0.73,-3527854.0,-1.96,-1046997.0,-0.58,-2480857.0,-1.38,2716677.0,1.51,811177.0,0.45,1.471674274713476e-16,27.336000000000002,27.313,26.737000000000002,26.71066666666667,26.44183333333333,27.318,27.119,26.672000000000004,26.698,26.415000000000003,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3867,3868,000897,津滨发展,2.72,-0.73,-0.02,270433.0,74037146.0,2.55,2.78,2.71,2.73,2.74,0.55,1.67,6.46,2.27,1135.0,津滨发展,2.72,-0.73,3101113.0,4.19,1001554.0,1.35,2099559.0,2.84,-5860149.0,-7.92,2759036.0,3.73,0.0,2.744,2.837,2.6630000000000003,2.602,2.5376666666666665,2.756,2.848,2.6479999999999997,2.5953333333333335,2.5263333333333335,5.0,0.0,0.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0
3868,3869,603236,移远通信,203.9,-0.73,-1.5,7753.0,157825038.0,1.89,205.88,202.0,203.98,205.4,0.61,0.79,93.83,9.5,3249.0,移远通信,203.9,-0.73,-4096206.0,-2.6,-3361609.0,-2.13,-734597.0,-0.47,4686289.0,2.97,-590084.0,-0.37,0.0,204.312,201.272,197.434,195.32433333333336,186.68366666666665,202.73200000000003,200.04199999999997,196.764,195.0823333333333,185.97783333333334,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
3869,3870,600872,中炬高新,37.97,-0.73,-0.28,83652.0,318093184.0,1.99,38.43,37.67,38.0,38.25,0.46,1.05,61.86,8.75,4099.0,中炬高新,37.97,-0.73,-16651216.0,-5.23,-9575801.0,-3.01,-7075415.0,-2.22,9382576.0,2.95,7268639.0,2.29,0.0,38.176,37.89,37.706,36.275,35.8175,38.422000000000004,37.813,37.474000000000004,36.18366666666667,35.72966666666666,5.0,10.0,20.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
3870,3871,300632,光莆股份,14.88,-0.73,-0.11,46277.0,68909382.0,1.67,15.09,14.84,15.09,14.99,0.53,2.31,33.67,2.3,1114.0,光莆股份,14.88,-0.73,3338591.0,4.84,1332655.0,1.93,2005936.0,2.91,-801331.0,-1.16,-2537260.0,-3.68,0.0,14.975999999999999,14.775,14.304499999999999,14.402333333333333,14.203999999999999,14.98,14.678,14.250499999999999,14.394666666666668,14.1935,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
3871,3872,002800,天顺股份,14.88,-0.73,-0.11,12187.0,18123484.0,2.27,15.11,14.77,14.99,14.99,0.54,1.22,35.35,2.89,2122.0,天顺股份,14.88,-0.73,-186360.0,-1.03,0.0,0.0,-186360.0,-1.03,-178060.0,-0.98,364420.0,2.01,0.0,14.991999999999999,15.094000000000003,15.020999999999997,14.732333333333335,14.180666666666667,15.046000000000001,15.163,14.976999999999999,14.709666666666667,14.154333333333334,5.0,10.0,20.0,0.0,0.0,5.0,10.0,20.0,0.0,0.0
3872,3873,600555,*ST海创,1.35,-0.74,-0.01,124678.0,16763625.0,2.94,1.36,1.32,1.36,1.36,1.2,1.28,-25.72,2.22,3195.0,*ST海创,1.35,-0.74,-3790156.0,-22.61,-1902566.0,-11.35,-1887590.0,-11.26,1985812.0,11.85,1804344.0,10.76,0.0,1.354,1.36,1.4105,1.4386666666666665,1.5060000000000002,1.3560000000000003,1.358,1.4180000000000001,1.4426666666666668,1.5101666666666667,5.0,10.0,0.0,0.0,0.0,5.0,10.0,20.0,30.0,0.0
3873,3874,002112,三变科技,8.1,-0.74,-0.06,38274.0,31137805.0,1.84,8.23,8.08,8.18,8.16,0.65,1.93,88.29,3.97,3171.0,三变科技,8.1,-0.74,-3618777.0,-11.62,-70636.0,-0.23,-3548141.0,-11.39,1649671.0,5.3,1969107.0,6.32,0.0,8.092,8.113000000000001,7.976999999999999,7.870000000000001,7.502,8.065999999999999,8.169,7.9375,7.855333333333333,7.4941666666666675,5.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
3874,3875,000739,普洛药业,35.09,-0.74,-0.26,79685.0,280291696.0,2.32,35.7,34.88,35.6,35.35,0.71,0.68,40.7,8.5,687.0,普洛药业,35.09,-0.74,8088984.0,2.89,18952443.0,6.76,-10863459.0,-3.88,-5656619.0,-2.02,-2432365.0,-0.87,0.0,35.054,35.439,36.0555,37.458,37.14633333333334,35.116,35.438,36.2485,37.61,37.180166666666665,5.0,10.0,0.0,0.0,0.0,0.0,10.0,20.0,30.0,60.0
3875,3876,002376,新北洋,9.43,-0.74,-0.07,67588.0,63840550.0,2.42,9.58,9.35,9.58,9.5,0.43,1.06,47.29,1.86,950.0,新北洋,9.43,-0.74,4644328.0,7.27,-424524.0,-0.66,5068852.0,7.94,735425.0,1.15,-5379752.0,-8.43,2.943348549426952e-16,9.424000000000001,9.098,8.8635,8.890333333333334,8.550999999999998,9.39,9.008000000000001,8.8285,8.874333333333334,8.528333333333332,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3876,3877,688567,孚能科技,33.65,-0.74,-0.25,44058.0,149075433.0,2.77,34.35,33.41,33.76,33.9,0.66,0.55,-64.31,3.71,3711.0,孚能科技,33.65,-0.74,-8436417.0,-5.66,-3061712.0,-2.05,-5374705.0,-3.61,-5648427.0,-3.79,14084844.0,9.45,0.0,33.833999999999996,34.03,35.1725,35.874,35.067499999999995,33.63,34.155,35.368,36.04933333333334,35.020833333333336,5.0,10.0,0.0,0.0,0.0,5.0,10.0,20.0,30.0,60.0
3877,3878,688681,科汇股份,20.14,-0.74,-0.15,9126.0,18561707.0,2.81,20.68,20.11,20.56,20.29,0.87,4.08,49.21,3.74,1631.0,科汇股份,20.14,-0.74,753570.0,4.06,0.0,0.0,753570.0,4.06,-848310.0,-4.57,94740.0,0.51,0.0,20.254,20.868,21.2085,21.839999999999996,20.334,20.342000000000002,21.082,21.258499999999998,21.941,20.28933333333333,5.0,0.0,0.0,0.0,60.0,5.0,10.0,20.0,30.0,60.0
3878,3879,301093,华兰股份,52.2,-0.74,-0.39,28631.0,149638247.0,2.41,53.0,51.73,52.03,52.59,1.14,9.27,28.61,2.95,3939.0,华兰股份,52.2,-0.74,-12619345.0,-8.43,-3383442.0,-2.26,-9235903.0,-6.17,684724.0,0.46,11934622.0,7.98,0.0,52.168000000000006,51.464,51.525999999999996,52.17333333333333,,51.858000000000004,51.352,51.475,52.17133333333333,,5.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0
3879,3880,002553,南方轴承,10.7,-0.74,-0.08,47468.0,50727621.0,2.41,10.84,10.58,10.79,10.78,0.84,2.03,38.42,3.44,3562.0,南方轴承,10.7,-0.74,-6762680.0,-13.33,-4364380.0,-8.6,-2398300.0,-4.73,904881.0,1.78,5857800.0,11.55,0.0,10.725999999999999,10.982999999999999,11.3995,11.614666666666666,11.047166666666666,10.703999999999999,11.05,11.443000000000001,11.639666666666667,11.038833333333335,5.0,0.0,0.0,0.0,0.0,5.0,10.0,20.0,30.0,60.0
3880,3881,002569,ST步森,7.98,-0.75,-0.06,13871.0,11075365.0,2.11,8.09,7.92,8.04,8.04,1.45,0.99,19.92,4.53,3404.0,ST步森,7.98,-0.75,-5256848.0,-47.46,0.0,0.0,-5256848.0,-47.46,2402759.0,21.69,2854088.0,25.77,0.0,8.044,8.134,8.1085,8.085333333333333,7.927833333333334,8.082,8.145999999999999,8.1095,8.088000000000001,7.928833333333333,5.0,0.0,0.0,30.0,60.0,5.0,10.0,20.0,30.0,0.0
3881,3882,600110,诺德股份,15.95,-0.75,-0.12,436104.0,699007888.0,2.55,16.23,15.82,16.06,16.07,0.78,3.3,51.98,5.95,4565.0,诺德股份,15.95,-0.75,-60470078.0,-8.65,-22042135.0,-3.15,-38427943.0,-5.5,-8395906.0,-1.2,68865980.0,9.85,0.0,16.116000000000003,16.512999999999998,17.9895,18.913999999999998,19.797333333333334,16.078,16.71,18.241,19.046333333333333,19.868333333333336,5.0,0.0,0.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0
3882,3883,601011,宝泰隆,5.29,-0.75,-0.04,537320.0,284323296.0,1.69,5.34,5.25,5.29,5.33,0.88,3.35,51.86,1.36,4161.0,宝泰隆,5.29,-0.75,-18623700.0,-6.55,-9694075.0,-3.41,-8929625.0,-3.14,6516596.0,2.29,12107105.0,4.26,0.0,5.244,5.143,5.094,5.114,5.0071666666666665,5.17,5.1,5.0915,5.102,5.007000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3883,3884,688311,盟升电子,75.36,-0.75,-0.57,9221.0,69643946.0,2.48,76.69,74.81,75.61,75.93,1.2,1.4,126.53,5.1,3341.0,盟升电子,75.36,-0.75,-4748532.0,-6.82,0.0,0.0,-4748532.0,-6.82,-6068807.0,-8.71,10817339.0,15.53,0.0,74.762,74.565,73.687,74.648,71.39883333333333,74.33,74.129,73.769,74.62333333333332,71.2145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3884,3885,600348,华阳股份,11.85,-0.75,-0.09,535547.0,638857136.0,2.35,12.09,11.81,12.0,11.94,0.59,2.23,9.33,1.51,305.0,华阳股份,11.85,-0.75,26495934.0,4.15,-5607231.0,-0.88,32103165.0,5.03,4509937.0,0.71,-31005874.0,-4.85,0.0,11.988,11.879999999999999,11.599,11.391333333333334,11.2705,12.122,11.773,11.543,11.347666666666667,11.271666666666668,5.0,10.0,0.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0
3885,3886,300563,神宇股份,14.48,-0.75,-0.11,21211.0,30823607.0,1.85,14.7,14.43,14.7,14.59,0.73,1.73,37.06,2.81,2992.0,神宇股份,14.48,-0.75,-2792625.0,-9.06,0.0,0.0,-2792625.0,-9.06,-61559.0,-0.2,2854184.0,9.26,0.0,14.478,14.672,14.9875,15.251666666666665,14.562000000000001,14.437999999999999,14.729999999999999,15.023500000000002,15.269333333333334,14.556666666666667,5.0,10.0,0.0,0.0,60.0,0.0,10.0,20.0,30.0,60.0
3886,3887,003032,传智教育,21.0,-0.76,-0.16,17982.0,37877129.0,2.69,21.48,20.91,21.19,21.16,0.5,4.47,99.72,7.04,2248.0,传智教育,21.0,-0.76,-450379.0,-1.19,-1978276.0,-5.22,1527897.0,4.03,-5062270.0,-13.36,5512647.0,14.55,0.0,21.128,21.686,22.2255,22.407666666666664,22.2935,21.36,21.784,22.261000000000003,22.419999999999998,22.306500000000003,5.0,0.0,0.0,0.0,0.0,5.0,10.0,20.0,30.0,60.0
3887,3888,600660,福耀玻璃,47.14,-0.76,-0.36,151364.0,712817936.0,1.89,47.75,46.85,47.55,47.5,0.78,0.76,35.55,4.76,4650.0,福耀玻璃,47.14,-0.76,-103488730.0,-14.52,-20161493.0,-2.83,-83327237.0,-11.69,39680734.0,5.57,63808001.0,8.95,0.0,47.524,47.332,46.487,46.39633333333333,47.58416666666666,47.838,47.07000000000001,46.412,46.44333333333334,47.562666666666665,5.0,10.0,0.0,0.0,60.0,5.0,10.0,0.0,0.0,60.0
